locus_id,source_book_identifier,canonical_book,chapter,verse,kind,resolution_status,unresolved_fields,field_statuses
KQL_PSA_119_147_0004,Ps,PSA,119,147,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_119_161_0004,Ps,PSA,119,161,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_126_004_0004,Ps,PSA,126,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_129_003_0006,Ps,PSA,129,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_139_016_0010,Ps,PSA,139,16,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_140_010_0005,Ps,PSA,140,10,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_145_006_0004,Ps,PSA,145,6,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_147_019_0002,Ps,PSA,147,19,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_PSA_148_002_0006,Ps,PSA,148,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_RUT_003_003_0004,Ruth,RUT,3,3,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_RUT_003_003_0007,Ruth,RUT,3,3,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_RUT_003_004_0012,Ruth,RUT,3,4,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_RUT_003_012_0005,Ruth,RUT,3,12,ketiv_only,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_RUT_003_014_0002,Ruth,RUT,3,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_RUT_003_014_0007,Ruth,RUT,3,14,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_RUT_004_004_0020,Ruth,RUT,4,4,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_RUT_004_006_0005,Ruth,RUT,4,6,paired,partially_resolved,clause;phrase,clause=boundary_disagreement;phrase=boundary_disagreement;sentence=resolved
KQL_SNG_001_017_0004,Song,SNG,1,17,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_SNG_002_011_0003,Song,SNG,2,11,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_SNG_002_013_0009,Song,SNG,2,13,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_SNG_004_009_0005,Song,SNG,4,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ZEC_001_004_0018,Zech,ZEC,1,4,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ZEC_001_016_0014,Zech,ZEC,1,16,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_ZEC_004_002_0006,Zech,ZEC,4,2,paired,partially_resolved,clause;phrase,clause=missing_primary_structure;phrase=boundary_disagreement;sentence=resolved
KQL_ZEC_011_002_0015,Zech,ZEC,11,2,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ZEC_014_006_0008,Zech,ZEC,14,6,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ZEP_002_007_0017,Zeph,ZEP,2,7,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
KQL_ZEP_002_009_0027,Zeph,ZEP,2,9,paired,partially_resolved,phrase,clause=resolved;phrase=boundary_disagreement;sentence=resolved
